SK_ID_CURR,TARGET
100001,0.10365248
100005,0.14992487
100013,0.03501168
100028,0.036704257
100038,0.078749746
100042,0.041693054
100057,0.0221603
100065,0.1272219
100066,0.033980902
100067,0.07785036
100074,0.11479456
100090,0.07160545
100091,0.16985002
100092,0.059876353
100106,0.08961576
100107,0.17412494
100109,0.1423245
100117,0.035038166
100128,0.052008275
100141,0.12397492
100150,0.040799532
100168,0.044521082
100169,0.055012524
100170,0.053630855
100171,0.071723185
100172,0.11983513
100184,0.095865466
100187,0.07327098
100212,0.21783385
100222,0.06861639
100223,0.025419397
100232,0.0320231
100241,0.0936146
100245,0.027302185
100253,0.027493006
100256,0.071506575
100271,0.020584388
100278,0.2670448
100280,0.021327186
100306,0.10954534
100311,0.13324377
100312,0.035552353
100330,0.08338873
100331,0.07381972
100352,0.12676823
100358,0.12848096
100367,0.04509651
100382,0.11863064
100384,0.04855506
100385,0.13774185
100386,0.031647243
100399,0.10007755
100404,0.09019514
100416,0.032326914
100422,0.07928805
100426,0.04016059
100438,0.09215321
100444,0.120156065
100445,0.19476357
100446,0.034216896
100447,0.02399231
100450,0.09338742
100466,0.064655565
100483,0.06443449
100484,0.03424179
100494,0.047806304
100510,0.09757925
100512,0.03990668
100517,0.031246431
100548,0.03804263
100551,0.045010295
100552,0.10377219
100553,0.032688115
100561,0.13195741
100568,0.33643392
100569,0.03041051
100591,0.106409065
100592,0.022200095
100602,0.06374929
100607,0.07778255
100613,0.07861319
100617,0.16471815
100618,0.14670637
100622,0.14662988
100625,0.08306438
100677,0.16053388
100699,0.05303586
100702,0.4808636
100711,0.021740802
100729,0.13753381
100740,0.08871199
100744,0.14691718
100745,0.041831736
100747,0.17293191
100751,0.09640269
100752,0.09284801
100753,0.1521222
100754,0.17125194
100760,0.045365777
100762,0.17908035
100763,0.022720821
100765,0.050115824
100770,0.068650514
100772,0.030362384
100777,0.029143639
100791,0.030764941
100792,0.025751764
100797,0.041542783
100823,0.07104095
100826,0.03636372
100830,0.039431937
100836,0.13174473
100872,0.054070286
100910,0.0626419
100913,0.061938554
100918,0.051104005
100931,0.024618441
100952,0.099175245
100953,0.0544722
100965,0.14342533
100970,0.039040294
100982,0.15332922
100983,0.08592135
100984,0.062339894
100987,0.03267699
100997,0.026372574
100998,0.13174719
101002,0.120503925
101005,0.21360824
101008,0.19677944
101020,0.08077287
101021,0.031035343
101024,0.10805962
101025,0.19006811
101026,0.04091464
101031,0.04067335
101041,0.022388887
101051,0.02626572
101055,0.0652834
101056,0.29231715
101057,0.08230054
101064,0.0530611
101079,0.08573262
101087,0.01871544
101090,0.031010078
101092,0.10445159
101097,0.1281696
101099,0.03940042
101107,0.051228426
101118,0.059245612
101125,0.052136127
101126,0.031316835
101128,0.03509792
101136,0.1074041
101140,0.24782191
101149,0.085652426
101160,0.06512399
101169,0.13524826
101181,0.03294044
101186,0.032780174
101190,0.14875756
101193,0.14891942
101194,0.06682682
101198,0.074032106
101200,0.035770655
101204,0.06375288
101211,0.027697487
101213,0.09899873
101223,0.04976553
101225,0.07227406
101237,0.1064691
101243,0.050554827
101244,0.105089754
101258,0.05680567
101259,0.16618142
101268,0.14508614
101269,0.042463496
101271,0.08695644
101279,0.07738287
101281,0.072187826
101287,0.06128335
101292,0.04920777
101294,0.0255648
101296,0.089655936
101297,0.03277915
101299,0.04040407
101301,0.052511662
101305,0.08660327
101308,0.057433322
101318,0.02785018
101327,0.11533091
101329,0.054878425
101332,0.0524197
101337,0.048623107
101343,0.037651338
101345,0.06578249
101346,0.02455298
101353,0.018679215
101354,0.062139127
101355,0.1510471
101356,0.015865376
101362,0.088530205
101363,0.26096055
101365,0.051149644
101366,0.12607658
101367,0.2223571
101368,0.02940727
101374,0.12268687
101380,0.019419271
101383,0.03808113
101398,0.0596998
101399,0.27960938
101401,0.1326772
101412,0.03414604
101426,0.12437013
101427,0.28436264
101428,0.16246642
101429,0.18388654
101434,0.047065333
101440,0.15440145
101448,0.085361704
101449,0.11868121
101465,0.04891863
101467,0.025479002
101472,0.11337207
101478,0.08625342
101497,0.1448791
101504,0.08044081
101547,0.06775404
101548,0.086320095
101555,0.24179038
101570,0.030446649
101572,0.044524565
101578,0.05428098
101580,0.047811393
101588,0.11970445
101602,0.109478034
101610,0.14190675
101614,0.093760915
101616,0.059322864
101643,0.059959263
101644,0.033675674
101649,0.038117144
101650,0.13155572
101665,0.028416764
101667,0.065364845
101669,0.03902302
101674,0.09182058
101675,0.054551464
101678,0.071734585
101682,0.08833902
101686,0.08746801
101697,0.15885493
101700,0.2627484
101711,0.060295362
101714,0.021711513
101715,0.32726267
101728,0.05026624
101732,0.046786018
101757,0.06843435
101758,0.04853591
101759,0.04732185
101762,0.018009558
101764,0.046117827
101780,0.18982199
101784,0.04258718
101789,0.027284285
101816,0.07872579
101819,0.057555195
101827,0.020994073
101863,0.061913006
101867,0.07747184
101870,0.019922582
101873,0.23810531
101878,0.10710329
101879,0.016968392
101880,0.04118372
101887,0.15516621
101897,0.05455162
101901,0.08262369
101903,0.16413094
101920,0.02915073
101921,0.04447526
101922,0.040483113
101961,0.065855
101962,0.029958598
101971,0.048296463
101976,0.18569729
102002,0.05961713
102005,0.036830246
102007,0.31526437
102017,0.035075046
102019,0.29492304
102029,0.03357425
102051,0.059527528
102052,0.029597912
102054,0.022120988
102062,0.11802285
102067,0.0806015
102068,0.04376294
102070,0.030768711
102090,0.042054895
102092,0.04760495
102099,0.07612073
102100,0.025782311
102112,0.13526422
102113,0.05132989
102122,0.16894513
102123,0.03110607
102125,0.04982953
102126,0.2637853
102146,0.07036821
102147,0.16115163
102151,0.039203826
102158,0.082693204
102159,0.0335682
102162,0.0769225
102165,0.05383036
102166,0.04592155
102174,0.038840804
102193,0.12969866
102198,0.050337378
102205,0.045439906
102206,0.03715533
102218,0.035407964
102221,0.07083366
102230,0.06296107
102238,0.05294318
102248,0.043596998
102252,0.102287434
102259,0.067261875
102262,0.13419634
102273,0.1002283
102286,0.09455426
102293,0.028598428
102294,0.06940237
102296,0.094521694
102298,0.068702474
102303,0.0335578
102309,0.07325136
102315,0.06634855
102340,0.05151322
102342,0.069399655
102344,0.0476369
102346,0.059581906
102347,0.027382012
102374,0.060391616
102380,0.043562863
102387,0.07440528
102393,0.049473938
102403,0.036856618
102413,0.08260211
102414,0.016633032
102415,0.028625876
102416,0.125493
102439,0.03261966
102441,0.03523887
102443,0.022985758
102444,0.075163506
102445,0.19086835
102448,0.03278993
102449,0.050804425
102450,0.2791681
102456,0.06254104
102458,0.07779844
102459,0.11827839
102465,0.018831782
102470,0.06192142
102471,0.046333246
102475,0.18914942
102476,0.085678406
102506,0.02717835
102509,0.026073622
102519,0.04458183
102522,0.07715928
102545,0.0749074
102549,0.06746602
102562,0.04303183
102563,0.034428623
102568,0.08193813
102582,0.067047834
102592,0.029867101
102597,0.11845409
102605,0.03255454
102614,0.06213377
102617,0.16347255
102634,0.055913057
102652,0.053094562
102655,0.023062794
102671,0.05146102
102694,0.27088165
102701,0.04966084
102703,0.024620896
102704,0.046940636
102713,0.016289078
102720,0.3217537
102731,0.0740857
102733,0.06648842
102749,0.027663035
102755,0.029129665
102763,0.013450725
102770,0.043271303
102772,0.14331795
102799,0.059269845
102838,0.024141992
102854,0.053934228
102862,0.07519371
102863,0.03776845
102867,0.030266011
102868,0.018118998
102878,0.08943813
102887,0.052696332
102898,0.27523887
102904,0.12301547
102912,0.106990136
102919,0.05089704
102927,0.13804704
102932,0.04347791
102933,0.19677125
102935,0.017431399
102958,0.039851382
102969,0.06951019
102971,0.022617413
102975,0.021809839
102979,0.045852546
102982,0.011102469
102987,0.051511075
102989,0.05906343
102995,0.09482646
102996,0.034730487
103000,0.073088706
103001,0.05093205
103004,0.05773903
103010,0.06897645
103025,0.21994698
103029,0.046703935
103046,0.06454386
103056,0.042260855
103062,0.16230345
103078,0.047531616
103083,0.010861227
103092,0.046537586
103096,0.06872487
103097,0.08258768
103102,0.17593521
103112,0.070069805
103132,0.031728078
103144,0.12828171
103145,0.073484205
103146,0.026960516
103147,0.09252686
103158,0.03147045
103171,0.054844797
103173,0.025081579
103184,0.023302415
103195,0.13186793
103196,0.027749851
103206,0.03040667
103230,0.21465084
103231,0.11046254
103232,0.028079819
103239,0.028513016
103240,0.25861925
103243,0.033988245
103252,0.07816831
103258,0.06360687
103259,0.28856215
103279,0.100517884
103280,0.02213872
103286,0.026178425
103287,0.25283274
103290,0.030843033
103298,0.04855394
103315,0.04596369
103319,0.049209062
103334,0.13545528
103336,0.06369047
103345,0.03115116
103368,0.025945261
103371,0.2028954
103377,0.10454561
103398,0.021661552
103404,0.22923194
103408,0.16209365
103410,0.053757023
103418,0.025427032
103420,0.088036776
103432,0.09204677
103433,0.02860813
103436,0.030283602
103440,0.018265134
103453,0.049023863
103459,0.021557033
103460,0.045238383
103461,0.070853844
103462,0.039748587
103473,0.13290112
103474,0.020987766
103475,0.18824413
103478,0.07381589
103480,0.17727989
103484,0.021838145
103494,0.10717027
103513,0.07703397
103515,0.07709332
103516,0.17030852
103525,0.14748389
103541,0.1987813
103544,0.031594846
103562,0.14753485
103570,0.22218686
103572,0.17521241
103574,0.0314219
103575,0.07207186
103591,0.1272379
103594,0.059408464
103609,0.02882365
103613,0.08798212
103614,0.058104984
103615,0.050251435
103624,0.082611024
103625,0.106546335
103628,0.1548269
103629,0.025017645
103647,0.039660282
103648,0.089503184
103651,0.04500021
103658,0.024654275
103668,0.14785992
103669,0.055248782
103676,0.06941012
103682,0.062087946
103683,0.024510343
103689,0.019311454
103725,0.06398368
103733,0.053486865
103744,0.029526114
103762,0.10330963
103771,0.18732901
103773,0.041176483
103783,0.07601849
103784,0.07857115
103808,0.024309834
103812,0.07139457
103813,0.04991123
103814,0.056629382
103818,0.22600625
103824,0.050933223
103828,0.027860006
103830,0.15706281
103840,0.022457195
103842,0.05098502
103847,0.1946433
103848,0.061274026
103851,0.024146091
103854,0.19515714
103857,0.1871396
103861,0.015131368
103862,0.0949719
103865,0.082455836
103870,0.029300112
103876,0.045866244
103891,0.18990083
103908,0.06622808
103914,0.04718598
103918,0.07157702
103940,0.034455597
103963,0.12509523
103966,0.20299578
103971,0.2912322
103980,0.1434567
103984,0.052679744
103985,0.055088714
103998,0.15822577
104019,0.041866608
104026,0.076691344
104035,0.060760457
104044,0.041120782
104045,0.041670665
104047,0.11904132
104051,0.07060001
104058,0.04347257
104063,0.03640697
104066,0.2073325
104087,0.02786197
104089,0.045525063
104095,0.042118322
104098,0.054103553
104104,0.02683397
104110,0.08791769
104120,0.048733838
104122,0.026541475
104131,0.042479668
104132,0.13063426
104135,0.02990736
104136,0.030220188
104149,0.06428544
104150,0.054889753
104156,0.19482158
104165,0.14089942
104175,0.04771549
104179,0.060807284
104184,0.104425095
104206,0.019004062
104216,0.1276335
104230,0.12599157
104257,0.056423675
104272,0.024944771
104273,0.051343523
104278,0.031786192
104294,0.14193155
104295,0.036257885
104297,0.03884632
104298,0.04581282
104308,0.06360082
104318,0.0385421
104319,0.056844547
104320,0.24421035
104327,0.09117819
104334,0.10656932
104344,0.056993477
104350,0.03072908
104351,0.07083096
104354,0.06280513
104369,0.12205083
104376,0.063898385
104381,0.03911179
104384,0.07173997
104391,0.03888883
104394,0.05717373
104398,0.3366988
104402,0.071945295
104408,0.10802245
104409,0.023662478
104410,0.23721796
104412,0.04455791
104417,0.042907324
104424,0.06354341
104426,0.037924476
104435,0.052480698
104445,0.053522933
104458,0.018827196
104460,0.031540196
104466,0.036930792
104472,0.05152298
104473,0.14674462
104479,0.025745155
104480,0.025293607
104482,0.098070696
104499,0.027114473
104501,0.022593591
104502,0.022262273
104506,0.17780115
104510,0.014546806
104512,0.05150306
104520,0.13250467
104528,0.055851873
104529,0.057718866
104541,0.06767012
104578,0.021705957
104584,0.15019329
104588,0.10895574
104602,0.100607574
104610,0.034732092
104611,0.15350634
104618,0.10850931
104620,0.0495445
104622,0.025038294
104624,0.025942206
104625,0.11944904
104634,0.07164345
104639,0.124730185
104646,0.025774296
104647,0.037210215
104652,0.044308446
104670,0.17890924
104677,0.040609557
104685,0.073797256
104691,0.07536951
104696,0.06612371
104699,0.0285597
104712,0.093146324
104714,0.039383497
104717,0.04113783
104718,0.03871287
104740,0.09203055
104741,0.071828075
104743,0.020714033
104744,0.04688288
104747,0.08183913
104767,0.052210372
104772,0.26441222
